Available,Cost,Event name,Category,Organizer,Link,Date,Beginning Date,Ending Date,Time,Location,Photo,Summary
,,《重建共善：現代社羣關係的再想像》讀書會,01. 與書相遇,hk_nomads,,"26/3, 26/4, 24/5, 26/6",,,8-10pm,獵人書店,,"【《重建共善：現代社羣關係的再想像》讀書會】 @hk_nomads | 26/3, 26/4, 24/5, 26/6 | 獵人書店"
Y,,七月設計學社,04. 香港人社區文化,urbanroom.social,,15/7-30/7,,,,英皇道1046號益昌大廈地面20號舖,,【七月設計學社】 @urbanroom.social | 15/7-30/7 | 英皇道1046號益昌大廈地面20號舖
Y,,童心夏日森林之旅——觸．動自然｜5天兒童夏令日營,,kfbg.official,,"15/7-19/7, 29/7-2/8, 12/8-16/8",,,,嘉道理農場暨植物園,,"【童心夏日森林之旅——觸．動自然｜5天兒童夏令日營】 @kfbg.official | 15/7-19/7, 29/7-2/8, 12/8-16/8 | 嘉道理農場暨植物園"
Y,Free,7月清潔行動：馬鞍山烏溪沙海灘,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,16/7,,,,馬鞍山烏溪沙海灘,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：馬鞍山烏溪沙海灘】 @naturerescuehk | 16/7 | 馬鞍山烏溪沙海灘
Y,,《同聲同氣：香港年長女同志口述史》新書分享會,01. 與書相遇,hong_kong_christian_council,,16/7,,,3-9pm,尖沙咀加連威老道33號基督教協進大樓LG,,【《同聲同氣：香港年長女同志口述史》新書分享會】 @hong_kong_christian_council | 16/7 | 尖沙咀加連威老道33號基督教協進大樓LG
Y,,線上品酒會 ft. Odin大神,14. Cheers,maltcask,https://www.instagram.com/p/C83a05gyk2T/,16/7,,,8pm,Online,Snapinsta.app_449659098_18044488111849381_5259416694709864921_n_1024,【線上品酒會 ft. Odin大神】 @maltcask | 16/7 | Online
Y,,街坊師傅-玫瑰保鮮花,12. 整下野,jieyeah1_1,https://www.instagram.com/p/C88qQbUpVsF/,16/7,,,3-4:30pm,大角咀,Snapinsta.app_449646290_453994984056225_7020454472391717404_n_1080,【街坊師傅-玫瑰保鮮花】 @jieyeah1_1 | 16/7 | 大角咀
Y,,"香港新爵士：Addison Yip’s Group, Matthew Not So Big Band",15. 音樂,fountaindechopin,https://www.instagram.com/p/C88ugHsphU4/,16/7,,,8pm,Fountain,Snapinsta.app_449494168_829425642616410_5594265540764519771_n_1080,"【香港新爵士：Addison Yip’s Group, Matthew Not So Big Band】 @fountaindechopin | 16/7 | Fountain"
Y,,Centricity Literary Lounge: An Evening with Sara Jane Ho,01. 與書相遇,bookazinehk,https://www.instagram.com/p/C86nixpPFJ8/,16/7,,,6:30-8pm,"Centricity 2/F, Landmark Chater House, Chater Road, Central",Snapinsta.app_449615846_924521989687137_9131373606296098964_n_1080,"【Centricity Literary Lounge: An Evening with Sara Jane Ho】 @bookazinehk | 16/7 | Centricity 2/F, Landmark Chater House, Chater Road, Central"
Y,,夏日版畫班(入門篇),07. 藝術野,auwahyan,https://www.instagram.com/p/C84szQMvayV/,"16/7, 23/7, 30/7, 6/8, 13/8, 20/8",,,7-10pm,黑窗里,Snapinsta.app_449296464_18357821632103315_2997904577933891904_n_1024,"【夏日版畫班(入門篇)】 @auwahyan | 16/7, 23/7, 30/7, 6/8, 13/8, 20/8 | 黑窗里"
Y,,「拉闊身心」伸展禪,11. 身心靈,pause_breathe,https://www.instagram.com/p/C8vsWQ6PCsd/,"16/7, 30/7",,,7:30-9pm,荔枝角永康街18號永康中心7樓B室,Snapinsta.app_449267555_483746394028774_8197450095754102849_n_1024,"【「拉闊身心」伸展禪】 @pause_breathe | 16/7, 30/7 | 荔枝角永康街18號永康中心7樓B室"
Y,,【個人成長課程】問題分析及解決技巧課程,11. 身心靈,treeholehk.psychology,https://www.instagram.com/p/C8zIBi7Ib_v/?img_index=6,"16/7, 23/7, 30/7",,,7:30-9:30pm,,,"【【個人成長課程】問題分析及解決技巧課程】 @treeholehk.psychology | 16/7, 23/7, 30/7 | "
Y,,靜觀舞蹈動作治療小組 – 動身心，益身心健康計劃,11. 身心靈,cccd_hk,,16/7-5/11,,,,賽馬會創意藝術中心,,【靜觀舞蹈動作治療小組 – 動身心，益身心健康計劃】 @cccd_hk | 16/7-5/11 | 賽馬會創意藝術中心
Y,,7月書店閱讀營——情緒大飯店,10. 親子關係,roomforlife2020,,"16/7, 17/7, 18/7, 19/7",,,10am-4:30pm,Room For Life,,"【7月書店閱讀營——情緒大飯店】 @roomforlife2020 | 16/7, 17/7, 18/7, 19/7 | Room For Life"
Y,,建造綠色工作坊 – 頌缽淨化瑜伽,11. 身心靈,cic.zcphk,,17/7,,,7-8pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 頌缽淨化瑜伽】 @cic.zcphk | 17/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,淺水區 Jam Session,15. 音樂,fountaindechopin,,17/7,,,,Fountain,,【淺水區 Jam Session】 @fountaindechopin | 17/7 | Fountain
Y,, 2024「森林村落」鄉郊大使訓練計劃,08. 環保與大自然,forestvillage.ma,https://www.instagram.com/p/C8nnSB1P3wK/,17/7,,,,,Snapinsta.app_449141324_839993374225693_114914605926807475_n_1024,【 2024「森林村落」鄉郊大使訓練計劃】 @forestvillage.ma | 17/7 | 
Y,,靜觀舞蹈動作治療小組 – 動身心，益身心健康計劃,11. 身心靈,cccd_hk,,17/7-20/7,,,,賽馬會創意藝術中心,,【靜觀舞蹈動作治療小組 – 動身心，益身心健康計劃】 @cccd_hk | 17/7-20/7 | 賽馬會創意藝術中心
Y,,2024年暑期主題手語班：18＋篇,17. 其他,brainfoodhksl,https://www.instagram.com/p/C8bqRJQhgGI/,"16/7, 23/7, 30/7",,,,荃測灰窰角街DAN6腦舍,Snapinsta.app_449366700_997938679004460_4666802680199453533_n_1080,"【2024年暑期主題手語班：18＋篇】 @brainfoodhksl | 16/7, 23/7, 30/7 | 荃測灰窰角街DAN6腦舍"
Y,,專題社區設計,04. 香港人社區文化,urbanroom.social,,17/7-21/8,,,,英皇道1046號益昌大廈地面20號舖,,【專題社區設計】 @urbanroom.social | 17/7-21/8 | 英皇道1046號益昌大廈地面20號舖
Y,,親子設計學社,10. 親子關係,urbanroom.social,,17/7-21/8,,,,英皇道1046號益昌大廈地面20號舖,,【親子設計學社】 @urbanroom.social | 17/7-21/8 | 英皇道1046號益昌大廈地面20號舖
Y,Free,7月清潔行動：屯門小欖海灣,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,18/7,,,,屯門小欖海灣,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：屯門小欖海灣】 @naturerescuehk | 18/7 | 屯門小欖海灣
Y,Free,「我還在寫詩，你呢？ 」by MCCM Creations,03.詩與詩相關的,barlemna,https://www.instagram.com/p/C8ZYEMyNxXK/?img_index=1,18/7,,,7-8:30pm,Glasshouse Culture Area at Lemna of the alchemist,Snapinsta.app_448736736_772304111685507_6672295052894982125_n_1024,【「我還在寫詩，你呢？ 」by MCCM Creations】 @barlemna | 18/7 | Glasshouse Culture Area at Lemna of the alchemist
Y,,bookclub23: 《沙丘之女》安部公房,01. 與書相遇,jisaam.books,,"18/7, 21/7",,,7:30-9pm / 2-3:30pm,貳叄書房(油麻地) / (中環),,"【bookclub23: 《沙丘之女》安部公房】 @jisaam.books | 18/7, 21/7 | 貳叄書房(油麻地) / (中環)"
Y,Free,由字及興：第二屆香港小型出版銷售場暨私人書店奧特萊斯,02. 好書血拼,hunter.bookstore,https://www.instagram.com/p/C87PcZzP34-/,18/7-21/7,,,12-9pm,獵人書店,Snapinsta.app_449693269_1518795035718752_1582646801850964274_n_1080,【由字及興：第二屆香港小型出版銷售場暨私人書店奧特萊斯】 @hunter.bookstore | 18/7-21/7 | 獵人書店
Y,Free,呼．吸學堂 6-8月 關係篇 - 預期中的悲傷,11. 身心靈,breathingroom.hk,https://www.instagram.com/p/C8oaqaEPu7b/?img_index=1,19/7,,,7:30-9:30pm,Breathing Room,Snapinsta.app_449123321_17995676747639309_6579866872347937729_n_1080,【呼．吸學堂 6-8月 關係篇 - 預期中的悲傷】 @breathingroom.hk | 19/7 | Breathing Room
Y,,Talk: 8 Lives of a Century-Old Trickster,01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,19/7,,,7-8:30pm,HK Book Fair,,【Talk: 8 Lives of a Century-Old Trickster】 @litfest_hk | 19/7 | HK Book Fair
Y,,社區客廳爆SEED活動：老母之夜．論盡。阿媽,11. 身心靈,halfcupsquat,https://www.instagram.com/p/C84fVottHZ1/,19/7,,,7:30-9:30pm,半杯寮,Snapinsta.app_449474217_510397278012573_3182958153314493166_n_1024,【社區客廳爆SEED活動：老母之夜．論盡。阿媽】 @halfcupsquat | 19/7 | 半杯寮
Y,,【心理學課程】情緒導向治療 (EFT) 基礎課程,11. 身心靈,treeholehk.psychology,https://www.instagram.com/p/C8zIBi7Ib_v/?img_index=6,"19/7, 26/7, 2/8, 9/8, 16/8, 23/8",,,7:30-9:30pm,,,"【【心理學課程】情緒導向治療 (EFT) 基礎課程】 @treeholehk.psychology | 19/7, 26/7, 2/8, 9/8, 16/8, 23/8 | "
Y,Free,共融音樂會,15. 音樂,ada_hongkong,https://www.instagram.com/p/C8tlL6CBxmy/,"19/7, 20/7, 21/7",,,,觀塘海濱道86號 發現號03舞台,Snapinsta.app_449186476_845629320923824_8203269278099808046_n_1024,"【共融音樂會】 @ada_hongkong | 19/7, 20/7, 21/7 | 觀塘海濱道86號 發現號03舞台"
Y,,藝術嘅嘢我識條鐵咩！,07. 藝術野,skip.class.uk,https://www.instagram.com/p/C8sWBDAOQup/,"19/7, 26/7",,,8-10pm,Online,Snapinsta.app_449197237_1415205595840500_558991942377906970_n_1080,"【藝術嘅嘢我識條鐵咩！】 @skip.class.uk | 19/7, 26/7 | Online"
Y,,咖啡拉花初級班,,mybook1hk,,20/7,,,11:30am-1pm,商務尖沙咀圖書中心,,【咖啡拉花初級班】 @mybook1hk | 20/7 | 商務尖沙咀圖書中心
Y,,gentlebooksco birthday celebration,01. 與書相遇,gentlebooksco,,20/7,,,6:30pm,"hjem, 161 hollywood rd",,"【gentlebooksco birthday celebration】 @gentlebooksco | 20/7 | hjem, 161 hollywood rd"
Y,,𝐑𝐞 𝐓𝐫𝐞𝐚𝐬𝐮𝐫𝐞 𝐌𝐚𝐫𝐤𝐞𝐭,16. 市集,hku_sustainability,,20/7,,,10am-4pm,HKU Haking Wong Podium,,【𝐑𝐞 𝐓𝐫𝐞𝐚𝐬𝐮𝐫𝐞 𝐌𝐚𝐫𝐤𝐞𝐭】 @hku_sustainability | 20/7 | HKU Haking Wong Podium
Y,,Live @ Jim Hall - Jonas Cho,15. 音樂,fountaindechopin,,20/7,,,,Fountain,,【Live @ Jim Hall - Jonas Cho】 @fountaindechopin | 20/7 | Fountain
Y,,是必Date婷之 我～細細聲~講給你?,09. 性別關係,she_yuen,https://www.instagram.com/p/C8esbuxpSx-/,20/7,,,3-5pm,一坪半性別空間,,【是必Date婷之 我～細細聲~講給你?】 @she_yuen | 20/7 | 一坪半性別空間
Y,,毛球畫親子工作坊,10. 親子關係,centralmarkethk,https://www.instagram.com/p/C8gIpXABk8o/?img_index=1,20/7,,,2:30-4:30pm,中環中心地下H6 CONET,Snapinsta.app_448873914_888707426630274_4167902824392929208_n_1024,【毛球畫親子工作坊】 @centralmarkethk | 20/7 | 中環中心地下H6 CONET
Y,,攝影導賞團,05. 認識香港,centralmarkethk,https://www.instagram.com/p/C8gIpXABk8o/?img_index=1,20/7,,,2:30-5pm,中環,Snapinsta.app_448892101_888707493296934_2056419060791359862_n_1024,【攝影導賞團】 @centralmarkethk | 20/7 | 中環
Y,,和音工作坊,07. 藝術野,blank_space_hk,https://www.instagram.com/p/C8s_EczPfv0/,20/7,,,3:30-5:30pm,Blank Space,Snapinsta.app_449064347_17959821680784993_3736841151073922841_n_1024,【和音工作坊】 @blank_space_hk | 20/7 | Blank Space
Y,,真人圖書館 | 阿Fe - 從私影受害人轉變成拍攝者,09. 性別關係,rainlily.org.hk,https://www.instagram.com/p/C8t5dVev3-s/,20/7,,,2-4:30pm,何文田,Snapinsta.app_449333790_993619268804212_4081582913700820511_n_1024,【真人圖書館 | 阿Fe - 從私影受害人轉變成拍攝者】 @rainlily.org.hk | 20/7 | 何文田
Y,,穿沙走石：長沙灣、石硤尾舊區Photo walk,05. 認識香港,hk.travella,https://www.instagram.com/p/C8CWjLjPcjX/?img_index=1,20/7,,,,長沙灣、石硤尾,Snapinsta.app_448053225_337952969155338_6676770079837103872_n_1024,【穿沙走石：長沙灣、石硤尾舊區Photo walk】 @hk.travella | 20/7 | 長沙灣、石硤尾
Y,,《奇幻筆觸：與Galina MIKLÍNOVÁ 探索視覺敍事的力量》分享會及現場繪畫示範,07. 藝術野,comixhomebase,https://www.instagram.com/p/C8wFW4LpAdD/?img_index=1,20/7,,,3-5pm,香港藝術中心,,【《奇幻筆觸：與Galina MIKLÍNOVÁ 探索視覺敍事的力量》分享會及現場繪畫示範】 @comixhomebase | 20/7 | 香港藝術中心
Y,,戲棚搭建導賞團,04. 香港人社區文化,pakshawan619,https://www.instagram.com/p/C80vlzuvfZj/,20/7,,,4:30-5:30pm / 6-7pm,Bamboo Theatre,,【戲棚搭建導賞團】 @pakshawan619 | 20/7 | Bamboo Theatre
Y,,《圖說應用倫理學》新書發布會,01. 與書相遇,knockknockbookstore,https://www.instagram.com/p/C8wa1eSPJCz/?img_index=8,20/7,,,2-3pm,knock knock 覺閣,,【《圖說應用倫理學》新書發布會】 @knockknockbookstore | 20/7 | knock knock 覺閣
Y,,樹洞香港 TreeholeHK Members' Day——七月主題：情緒,11. 身心靈,treeholehk.psychology,https://www.instagram.com/p/C8zIBi7Ib_v/?img_index=6,20/7,,,2-6pm,,Snapinsta.app_449379163_997741965686415_331079136189953459_n_1080,【樹洞香港 TreeholeHK Members' Day——七月主題：情緒】 @treeholehk.psychology | 20/7 | 
Y,,我港X街坊帶路：彩虹邨散步概念遊,05. 認識香港,kongcept852,https://www.instagram.com/p/C84ILlXhcgE/?img_index=1,20/7,,,4-6pm,彩虹邨,Snapinsta.app_449466236_457486360418109_9034724663303676224_n_1024,【我港X街坊帶路：彩虹邨散步概念遊】 @kongcept852 | 20/7 | 彩虹邨
Y,Free,STEAM 創科探索日,17. 其他,cic.zcphk,https://www.instagram.com/p/C86orKIJ_Ig/,20/7,,,1-5:30pm,建造業零碳天地,Snapinsta.app_449524419_873552691481489_7227771337160193952_n_1080,【STEAM 創科探索日】 @cic.zcphk | 20/7 | 建造業零碳天地
Y,Free,單車生態遊,08. 環保與大自然,tswnw2cgo,https://www.instagram.com/p/C88x6F9vmDD/?img_index=1,"20/7, 27/7",,,2-7pm,天水圍、輞井圍、豐樂圍,Snapinsta.app_449853520_17878161936095631_6106472205010141741_n_1080,"【單車生態遊】 @tswnw2cgo | 20/7, 27/7 | 天水圍、輞井圍、豐樂圍"
Y,,夏日童樂祭：礦村孩子體驗營,10. 親子關係,gracecamp35,https://www.instagram.com/p/C8yY7QLvNHK/,20/7-21/7,,,,,,【夏日童樂祭：礦村孩子體驗營】 @gracecamp35 | 20/7-21/7 | 
Y,,仿真滋味 x 手工烘焙」文創市集,16. 市集,barlemna,https://www.instagram.com/p/C8rL4zEPEGU/?img_index=1,20/7-21/7,,,12-7pm,Glasshouse Culture Area at Lemna of the alchemist,,【仿真滋味 x 手工烘焙」文創市集】 @barlemna | 20/7-21/7 | Glasshouse Culture Area at Lemna of the alchemist
Y,,創作者駐場,07. 藝術野,breathingroom.hk,https://www.instagram.com/p/C8rWTFnv-hf/,"20/7, 30/6, 14/7",,,12-6pm,灣仔軒尼詩道99號彰顯大廈30/F,Snapinsta.app_449339155_17995813733639309_4993513021804280663_n_1024,"【創作者駐場】 @breathingroom.hk | 20/7, 30/6, 14/7 | 灣仔軒尼詩道99號彰顯大廈30/F"
Y,,小說研習班：Lolita (1955) by Vladimir Nabokov,01. 與書相遇,jisaam.books,https://www.instagram.com/p/C8i1QYPPURt/,"20/7, 27/7, 3/8",,,11am-2pm,貳叄書房(彌敦道562號5樓),Snapinsta.app_448672872_18057883414614349_6002137048130749631_n_1024,"【小說研習班：Lolita (1955) by Vladimir Nabokov】 @jisaam.books | 20/7, 27/7, 3/8 | 貳叄書房(彌敦道562號5樓)"
Y,Free,正念入門初體驗,11. 身心靈,mindful.biscuit,https://www.instagram.com/p/C7EGySHyQM6/?utm_source=ig_web_copy_link,"20/7, 3/8",,,2-5pm,荃灣老圍村,Snapinsta.app_441530553_1362471214574318_4684843714777157810_n_1080,"【正念入門初體驗】 @mindful.biscuit | 20/7, 3/8 | 荃灣老圍村"
Y,,粵要講哩啲 主題市集,16. 市集,lifemarthk,,20-21/7,,,1-8pm,D2 Place ONE 2/F The Space,,【粵要講哩啲 主題市集】 @lifemarthk | 20-21/7 | D2 Place ONE 2/F The Space
Y,,Mind Vacation 正念入門初體驗,11. 身心靈,hkhealpy,,"20/7, 3/8",,,2-5pm,Enlightening Platform (新界荃灣老圍村),,"【Mind Vacation 正念入門初體驗】 @hkhealpy | 20/7, 3/8 | Enlightening Platform (新界荃灣老圍村)"
Y,,暑期本地深度遊：夏日柴火創作,,icommonhk,,21/7,,,2-6pm,油麻地 果欄 / 果邊,,【暑期本地深度遊：夏日柴火創作】 @icommonhk | 21/7 | 油麻地 果欄 / 果邊
Y,,認識漁民話講座,04. 香港人社區文化,pakshawan619,,21/7,,,5-7pm,白沙灣村公所,,【認識漁民話講座】 @pakshawan619 | 21/7 | 白沙灣村公所
Y,Free,7月清潔行動：港島大浪灣,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,21/7,,,,港島大浪灣,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：港島大浪灣】 @naturerescuehk | 21/7 | 港島大浪灣
Y,,「微光咖啡廳」義工招募,04. 香港人社區文化,the_glimmers.inthecorner,,21/7,,,,,,【「微光咖啡廳」義工招募】 @the_glimmers.inthecorner | 21/7 | 
Y,,食物詩分享會,03.詩與詩相關的,kubrickpoetry,https://www.instagram.com/p/C8pE2hjvEeR/,21/7,,,3-4pm,油麻地 Kubrick電影中心一樓講廳,Snapinsta.app_449087479_18315473833149095_195404055566479651_n_1080,【食物詩分享會】 @kubrickpoetry | 21/7 | 油麻地 Kubrick電影中心一樓講廳
Y,,夏日柴火創作——文學創作 X 小誌製作 X 柴火輕食,01. 與書相遇,icommonhk,https://www.instagram.com/p/C8mQEXUO_9h/?img_index=1,21/7,,,2-6pm,虎地村、嶺南大學、生活書院,Snapinsta.app_448983210_792218459691906_2916343328897757903_n_1024,【夏日柴火創作——文學創作 X 小誌製作 X 柴火輕食】 @icommonhk | 21/7 | 虎地村、嶺南大學、生活書院
Y,,《小明瀡出異世界》演前暑期親子工作坊,10. 親子關係,ccdc.hk,https://www.instagram.com/p/C8d-rOmvu37/?img_index=1,21/7,,,,舍區 Quarryside,Snapinsta.app_448912438_463226556649527_5503721464542802346_n_1024,【《小明瀡出異世界》演前暑期親子工作坊】 @ccdc.hk | 21/7 | 舍區 Quarryside
Y,,香港記憶2024/25講座系列——《圍著食盆說故事》,04. 香港人社區文化,hong_kong_central_library,https://www.instagram.com/p/C8zX1VTvDtF/,21/7,,,2-4pm,粉嶺公共圖書館推廣活動室,,【香港記憶2024/25講座系列——《圍著食盆說故事》】 @hong_kong_central_library | 21/7 | 粉嶺公共圖書館推廣活動室
Y,,「以外」論壇系列 “something else” – forum series,07. 藝術野,artandcultureoutreach,https://www.instagram.com/p/C8wHyDHvgn4/?img_index=1,21/7,,,10am-6:30pm,亞洲藝術文獻庫|華懋藝文圖書館,,【「以外」論壇系列 “something else” – forum series】 @artandcultureoutreach | 21/7 | 亞洲藝術文獻庫|華懋藝文圖書館
Y,,退役運動員的非凡之路,04. 香港人社區文化,hktdclifestyle,https://www.instagram.com/p/C8teCtgvNqo/,21/7,,,12:30-1:30pm,灣仔會展 展覽廳5C 「悠樂場 」,,【退役運動員的非凡之路】 @hktdclifestyle | 21/7 | 灣仔會展 展覽廳5C 「悠樂場 」
Y,,Talk: The Making of Moon,01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,21/7,,,11am-12pm,HK Book Fair,,【Talk: The Making of Moon】 @litfest_hk | 21/7 | HK Book Fair
Y,,Workshop: Minority Vibrations II: Writing Autofiction,01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,21/7,,,2:30-4pm,HK Book Fair,,【Workshop: Minority Vibrations II: Writing Autofiction】 @litfest_hk | 21/7 | HK Book Fair
Y,Free,薄扶林文化地境導賞,05. 認識香港,thepokfulamfarm,https://www.instagram.com/p/C83eGG2xKYr/?img_index=2,21/7,,,3-5:30pm,薄扶林,,【薄扶林文化地境導賞】 @thepokfulamfarm | 21/7 | 薄扶林
Y,,荔枝窩寫生體驗及導賞,05. 認識香港,vairhk,https://www.instagram.com/p/C89NdTGiNzg/,21/7,,,8:30am-5pm,荔枝窩,Snapinsta.app_449791328_910331191107071_7635606397743562953_n_1080,【荔枝窩寫生體驗及導賞】 @vairhk | 21/7 | 荔枝窩
Y,Free,說書人公眾讀書會 - 《心靈的傷，身體會記住》,01. 與書相遇,storytalerhk,https://www.instagram.com/p/C87EYQvMTPf/,21/7,,,4:30-6pm,一拳書館,Snapinsta.app_449700840_790630046516578_5550921472735394506_n_1024,【說書人公眾讀書會 - 《心靈的傷，身體會記住》】 @storytalerhk | 21/7 | 一拳書館
Y,,filmclub23 TAKE 2 / 天使來過人間——“A.I. Artificial Intelligence” directed by Steven Spielberg / “Supertoys Last All Summer Long” written by Brian Aldiss,01. 與書相遇,jisaam.books,,22/7,,,7:30-9pm,貳叄書房(油麻地),,【filmclub23 TAKE 2 / 天使來過人間——“A.I. Artificial Intelligence” directed by Steven Spielberg / “Supertoys Last All Summer Long” written by Brian Aldiss】 @jisaam.books | 22/7 | 貳叄書房(油麻地)
Y,Free,南亞文化研習小組：南亞飲食文化,06. 留在香港環遊世界,fredie.hung,https://www.facebook.com/story.php?story_fbid=765679969033889&id=100067756779023&mibextid=xfxF2i&rdid=4mSyMredkro0XhBy&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2FeupULm5sBo2ufofn%2F%3Fmibextid%3DxfxF2i,22/7,,,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞飲食文化】 @fredie.hung | 22/7 | 少數點文化
Y,,Summer Reads: Literary Lunch Panel,01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,22/7,,,12-2pm,ESG Lab,,【Summer Reads: Literary Lunch Panel】 @litfest_hk | 22/7 | ESG Lab
Y,,"Literary Lounge: Time Travel, Netflix, and Drinks",01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,22/7,,,7-9pm,Eaton Hotel,,"【Literary Lounge: Time Travel, Netflix, and Drinks】 @litfest_hk | 22/7 | Eaton Hotel"
Y,,小讀讀寫作班：假如生活就是科幻,01. 與書相遇,hok6dotcom,https://www.instagram.com/p/C8jy1mlJDCS/,"22/7, 29/7, 5/8, 12/8, 19/8, 26/8",,,8-9:30pm,online,Snapinsta.app_448880847_785626733720741_4993467497219223755_n_1080,"【小讀讀寫作班：假如生活就是科幻】 @hok6dotcom | 22/7, 29/7, 5/8, 12/8, 19/8, 26/8 | online"
Y,Free,7月清潔行動：大嶼山大澳,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,23/7,,,,大嶼山大澳,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：大嶼山大澳】 @naturerescuehk | 23/7 | 大嶼山大澳
Y,,認識打醮及大士王 （正醮）,04. 香港人社區文化,pakshawan619,https://www.instagram.com/p/C80x_EgvJeu/?img_index=1,23/7,,,5:30-6:30pm / 7-8pm,白沙灣,,【認識打醮及大士王 （正醮）】 @pakshawan619 | 23/7 | 白沙灣
Y,,Workshop: Minority Vibrations II: Writing Autofiction,01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,23/7,,,1:15-2:45pm,ESG Lab,,【Workshop: Minority Vibrations II: Writing Autofiction】 @litfest_hk | 23/7 | ESG Lab
Y,,Workshop: Building And Deepening Characters,01. 與書相遇,litfest_hk,https://www.instagram.com/p/C8wM5UGvW-C/,23/7,,,3:15-4:45pm,ESG Lab,,【Workshop: Building And Deepening Characters】 @litfest_hk | 23/7 | ESG Lab
Y,,粵讀粵有趣—粵音聲韻進階講座,04. 香港人社區文化,hideandseektour,https://www.instagram.com/p/C8tlzHAPwOh/,"23/7, 26/7, 2/8, 6/8, 9/8, 13/8, 23/8, 31/8",,,,油麻地廟街、「福德祠」、上環東華醫院禮堂,Snapinsta.app_441553973_18082206565482283_392284438083413841_n_1024,"【粵讀粵有趣—粵音聲韻進階講座】 @hideandseektour | 23/7, 26/7, 2/8, 6/8, 9/8, 13/8, 23/8, 31/8 | 油麻地廟街、「福德祠」、上環東華醫院禮堂"
Y,Free,百好繪本士多 X 好好照顧日間長者中心｜招打麻雀(將)青年義工,04. 香港人社區文化,,https://www.hkexperiencing.net/event/p/21915?fbclid=IwZXh0bgNhZW0CMTAAAR0gP5Azv6XrJXz7Hz8G8tfr7AWtd3IOj12MYFPy_JSFWVQy-VG8XV6pcEw_aem_EFNaYzOcnLKOzRIrRGpY-w,"23/7, 30/7, 6/8, 13/8, 20/8",,,1-3pm,屯門藍地大街百好繪本士多 及 好好照顧日間長者中心,A98cd6,"【百好繪本士多 X 好好照顧日間長者中心｜招打麻雀(將)青年義工】 @ | 23/7, 30/7, 6/8, 13/8, 20/8 | 屯門藍地大街百好繪本士多 及 好好照顧日間長者中心"
Y,,展覽導賞 | 香港再偶拾,07. 藝術野,asiaartarchive,,"18/6, 23/7, 20/8",,,12:30-1:30pm,"CCG Library, Asia Art Archive",,"【展覽導賞 | 香港再偶拾】 @asiaartarchive | 18/6, 23/7, 20/8 | CCG Library, Asia Art Archive"
Y,,童心夏日森林之旅——童森創作｜3天藝術音樂日營,,kfbg.official,,"23/7-25/7, 6/8-8/8. 20/8-22/8",,,,嘉道理農場暨植物園,,"【童心夏日森林之旅——童森創作｜3天藝術音樂日營】 @kfbg.official | 23/7-25/7, 6/8-8/8. 20/8-22/8 | 嘉道理農場暨植物園"
Y,,童心夏日森林之旅——森林故事探索│1天親子日營,,kfbg.official,,"23/7, 25/7, 27/7, 20/8, 22/8, 24/8",,,,嘉道理農場暨植物園,,"【童心夏日森林之旅——森林故事探索│1天親子日營】 @kfbg.official | 23/7, 25/7, 27/7, 20/8, 22/8, 24/8 | 嘉道理農場暨植物園"
Y,,深水埗之貓貓故事館,,itssp_hkywca,,"23/7, 30/7, 6/8, 13/8",,,3-5pm,深水埗,,"【深水埗之貓貓故事館】 @itssp_hkywca | 23/7, 30/7, 6/8, 13/8 | 深水埗"
Y,,了解花炮文化 （正誕),04. 香港人社區文化,pakshawan619,https://www.instagram.com/p/C80x_EgvJeu/?img_index=1,24/7,,,9-10am,白沙灣,,【了解花炮文化 （正誕)】 @pakshawan619 | 24/7 | 白沙灣
Y,,火苗青少年讀書：波特萊爾《惡之花》,03.詩與詩相關的,flamesdreamers,https://www.instagram.com/p/C83IwFSvRbw/,24/7,,,9-10:30pm,Online,Snapinsta.app_449448976_18233791888284101_4593631774210422783_n_1024,【火苗青少年讀書：波特萊爾《惡之花》】 @flamesdreamers | 24/7 | Online
